,time,V,m,n,h,s
0,0.0,-60.0,0.0936419512641728,0.3962682484560505,0.41815052555034277,0.3962682484560505
1,0.0125,-59.92887060652013,0.0936419512641728,0.39627031127325063,0.41814028574490697,0.39627031127325063
2,0.025,-59.85828662504181,0.09437609553047978,0.3962748205637983,0.4181182354380645,0.3962748205637983
3,0.0375,-59.788176092756345,0.09510940559917358,0.3962934782621237,0.41809003421967883,0.3962934782621237
4,0.049999999999999996,-59.71850703092545,0.0958425449664861,0.3963143065946883,0.41805427543061335,0.3963143065946883
5,0.06249999999999999,-59.649237591676126,0.09657577425297048,0.3963427278278988,0.41801486855314085,0.3963427278278988
6,0.075,-59.5803748198987,0.09730946735598472,0.39636872596659684,0.41796970986801296,0.39636872596659684
7,0.08750000000000001,-59.511848751228385,0.0980434864048114,0.39640797228749286,0.4179168695338313,0.39640797228749286
8,0.10000000000000002,-59.443674268107706,0.0987785200084711,0.3964480991369345,0.41785249738591157,0.3964480991369345
9,0.11250000000000003,-59.37580972336585,0.09951435667307887,0.396494232404052,0.41778194212398584,0.396494232404052
10,0.12500000000000003,-59.30825436924519,0.1002513964876958,0.3965472845800055,0.41770529830893477,0.3965472845800055
11,0.13750000000000004,-59.24097906227016,0.10098960214792929,0.39660466954174034,0.4176233370783809,0.39660466954174034
12,0.15000000000000005,-59.17396159601592,0.10172924943378717,0.39666963325679416,0.41753472996255886,0.39666963325679416
13,0.16250000000000006,-59.10719330052479,0.10247054470198451,0.3967351745417995,0.4174322174271828,0.3967351745417995
14,0.17500000000000007,-59.04066690825666,0.1032135489043418,0.39681335349991315,0.41732438308131425,0.39681335349991315
15,0.18750000000000008,-58.97438116399234,0.10395830931000889,0.39689130535269457,0.4172098888197284,0.39689130535269457
16,0.2000000000000001,-58.90828913774867,0.10470480696990711,0.3969756143295299,0.417083609124447,0.3969756143295299
17,0.2125000000000001,-58.84241315164568,0.1054535419849943,0.3970676454326051,0.4169527446356422,0.3970676454326051
18,0.22500000000000012,-58.77676871622273,0.10620423528232134,0.3971596435107747,0.4168196748243397,0.3971596435107747
19,0.23750000000000013,-58.711314597819396,0.10695667988226269,0.3972563913165929,0.41667761792489333,0.3972563913165929
20,0.2500000000000001,-58.64603615741881,0.1077113205381401,0.3973619433305826,0.4165221736670223,0.3973619433305826
21,0.26250000000000007,-58.58092602152855,0.10846830351484703,0.3974703111206083,0.41636501632208944,0.3974703111206083
22,0.275,-58.51596103360772,0.10922769378521333,0.39757921330786017,0.4161937589715567,0.39757921330786017
23,0.2875,-58.773130428673426,0.10998974373936986,0.3976669911100155,0.4160625349465094,0.3976669911100155
